"[Chao Wang, Yun Lin, Zhen Zhang]",Research on Physical Layer Security of Cognitive Radio Network Based on RF-DNA.
"[Biao Xu, Minyan Lu, Dajian Zhang]",A Software Security Case Developing Method Based on Hierarchical Argument Strategy.
"[Adrian-Gabriel Morosan, Florin Pop]",OCPP security - Neural network for detecting malicious traffic.
Duaa Alkubaisy,A framework managing conflicts between security and privacy requirements.
"[Moneef Almutairi, Stephen Riddle]",Security threat classification for outsourced IT projects.
Myrsini Athinaiou,Cyber security risk management for health-based critical infrastructures.
"[Thomas Becmeur, Xavier Boudvin, David Brosset, Gael Heno, Benjamin Coste, Yvon Kermarrec, Pedro Merino Laso]",Generating data sets as inputs of reference for cyber security issues and industrial control systems.
"[Guillaume Collard, Stephane Ducroquet, Eric Disson, Guilaine Talens]",A definition of Information Security Classification in cybersecurity context.
Bashar Nuseibeh,Adaptive information security and privacy.
"[Char Sample, Tim Watson, Steve Hutchinson, Bil Hallaq, Jennifer Cowley, Carsten Maple]",Data fidelity - Security&apos;s soft underbelly.
"[Elias Seid, Kazi Robin, Tong Li 0001, John Mylopoulos]","Evaluation of MUSER, a holistic security requirements analysis framework."
Edgar R. Weippl,Research methods and examples of empirical research in information security.
"[Daniel Alami, Fabiano Dalpiaz]",A Gamified Tutorial for Learning About Security Requirements Engineering.
"[Shamal Faily, Claudia Iacob]",Design as Code - Facilitating Collaboration Between Usability and Security Engineers Using CAIRIS.
"[Hanan Hibshi, Travis D. Breaux]",Reinforcing Security Requirements with Multifactor Quality Measurement.
"[Jack Holdsworth, Edward Apeh]",An Effective Immersive Cyber Security Awareness Learning Platform for Businesses in the Hospitality Sector.
"[Mikael Lindvall, Madeline Diep, Michele Klein, Paul L. Jones, Yi Zhang, Eugene Y. Vasserman]",Safety-Focused Security Requirements Elicitation for Medical Device Software.
"[Nuthan Munaiah, Andrew Meneely, Pradeep K. Murukannaiah]",A Domain-Independent Model for Identifying Security Requirements.
"[Woori Roh, Seok-Won Lee]",An Ontological Approach to Predict Trade-Offs between Security and Usability for Mobile Application Requirements Engineering.
"[Evenynke Terpstra, Maya Daneva, Chong Wang 0004]",Agile Practitioners&apos; Understanding of Security Requirements - Insights from a Grounded Theory Analysis.
Sven Türpe,The Trouble with Security Requirements.
"[Wentao Wang, Nesrin Hussein, Arushi Gupta, Yinglin Wang]",A Regression Model Based Approach for Identifying Security Requirements in Open Source Software Development.
"[Katsiaryna Labunets, Fabio Massacci, Federica Paci]",On the Equivalence Between Graphical and Tabular Representations for Security Risk Assessment.
"[Alexandr Vasenev, Dan Ionita, Tommaso Zoppi, Andrea Ceccarelli, Roel Wieringa]",Towards Security Requirements - Iconicity as a Feature of an Informal Modeling Language.
"[David Portugal, Samuel Pereira, Micael S. Couceiro]",The role of security in human-robot shared environments - A case study in ROS-based surveillance robots.
"[Gabriele Trovato, Alexander López, Renato Paredes, Francisco Cuéllar]",Security and guidance - Two roles for a humanoid robot in an interaction experiment.
"[Gary Cornelius, Patrice Caire, Nico Hochgeschwender, Miguel A. Olivares-Méndez, Paulo Jorge Esteves Veríssimo, Marcus Völp, Holger Voos]",A Perspective of Security for Mobile Service Robots.
"[Francisco J. Fernández-Jiménez, J. Ramiro Martinez de Dios]",Design of a Robot-Sensor Network Security Architecture for Monitoring Applications.
"[Kala Garapati, Juan Jesús Roldán, Mario Garzón, Jaime del Cerro, Antonio Barrientos]",A Game of Drones - Game Theoretic Approaches for Multi-robot Task Allocation in Security Missions.
Jens Braband,Cyber Security in Railways - Quo Vadis?
"[William G. Temple, Yue Wu, Binbin Chen, Zbigniew Kalbarczyk]",Systems-Theoretic Likelihood and Severity Analysis for Safety and Security Co-engineering.
"[Julien Signoles, Nikolai Kosmatov, Kostyantyn Vorobyov]","E-ACSL, a Runtime Verification Tool for Safety and Security of C Programs (tool paper)."
"[Katsuyoshi Aoki, Tomoki Sakogawa, Futoshi Kuroki]",An antenna having wide radiation pattern but narrow beam in operation based on monopulse system for security gate applications at UHF band.
"[Steven Van Acker, Daniel Hausknecht, Andrei Sabelfeld]",Measuring login webpage security.
"[Md. Shahrear Iqbal, Mohammad Zulkernine]",Flamingo - a framework for smartphone security context management.
"[Kiwook Kang, Kyoungmin Kim, Jinwoo Lee, Joonhyouk Jang, Jiman Hong]",Security software module update for heterogeneous VoT.
Ilham Maskani,A new comprehensive approach to security requirements engineering - student research abstract.
"[Frank Pallas, David Bermbach, Steffen Müller, Stefan Tai]",Evidence-based security configurations for cloud datastores.
"[Sara Sartoli, Akbar Siami Namin]",A semantic model for action-based adaptive security.
"[Leandro Ventura Silva, Rodolfo Marinho, José Luis Vivas, Andrey Brito]",Security and privacy preserving data aggregation in cloud computing.
"[Jinghui Toh, Muhammad Hatib, Omer Porzecanski, Yuval Elovici]",Cyber security patrol - detecting fake and vulnerable wifi-enabled printers.
"[Kaiqi Xiong, Mufaddal Makati]",Assessing end-to-end performance and security in cloud computing.
"[Paolo Guarda, Silvio Ranise, Hari Siswantoro]",Security Analysis and Legal Compliance Checking for the Design of Privacy-friendly Information Systems.
"[Leon Groot Bruinderink, Andreas Hülsing]","&quot;Oops, I Did It Again&quot; - Security of One-Time Signatures Under Two-Message Attacks."
"[Abdullah Altawairqi, Manuel Maarek]",Attack Modeling for System Security Analysis - (Position Paper).
"[Tiago Amorim, Helmut Martin, Zhendong Ma, Christoph Schmittner, Daniel Schneider 0001, Georg Macher, Bernhard Winkler, Martin Krammer, Christian Kreiner]",Systematic Pattern Approach for Safety and Security Co-engineering in the Automotive Domain.
"[Marios Argyriou, Nicola Dragoni, Angelo Spognardi]",Security Flows in OAuth 2.0 Framework - A Case Study.
"[Robin Bloomfield, Peter G. Bishop, Eoin Butler, Kateryna Netkachova]",Using an Assurance Case Framework to Develop Security Strategy and Policies.
"[Jürgen Dürrwang, Kristian Beckers, Reiner Kriesten]",A Lightweight Threat Analysis Approach Intertwining Safety and Security for the Automotive Domain.
"[Yasuyuki Kawanishi, Hideaki Nishihara, Daisuke Souma, Hirotaka Yoshida]",Detailed Analysis of Security Evaluation of Automotive Systems Based on JASO TP15002.
"[Zhendong Ma, Walter Seböck, Bettina Pospisil, Christoph Schmittner, Thomas Gruber]",Security and Privacy in the Automotive Domain - A Technical and Social Analysis.
"[Helmut Martin, Robert Bramberger, Christoph Schmittner, Zhendong Ma, Thomas Gruber, Alejandra Ruiz 0001, Georg Macher]",Safety and Security Co-engineering and Argumentation Framework.
"[Imanol Mugarza, Jorge Parra, Eduardo Jacob]",Software Updates in Safety and Security Co-engineering.
"[Daniel Pereira, Celso M. Hirata, Rodrigo Pagliares, Simin Nadjm-Tehrani]",Towards Combined Safety and Security Constraints Analysis.
"[Sándor Plósz, Christoph Schmittner, Pál Varga]",Combining Safety and Security Analysis for Industrial Collaborative Automation Systems.
"[Silvio Ranise, Hari Siswantoro]",Automated Legal Compliance Checking by Security Policy Analysis.
"[Christian Schlehuber, Markus Heinrich, Tsvetoslava Vateva-Gurova, Stefan Katzenbeisser 0001, Neeraj Suri]",A Security Architecture for Railway Signalling.
"[William G. Temple, Yue Wu, Binbin Chen, Zbigniew Kalbarczyk]",Reconciling Systems-Theoretic and Component-Centric Methods for Safety and Security Co-analysis.
"[Mahran Al-Zyoud, Laurie Williams, Jeffrey C. Carver]",Step One Towards Science of Security.
"[Michael Atighetchi, Fusun Yaman, David Last, Nicholas Paltzer, Meghan Caiazzo, Stephen Raio]",A Flexible Approach Towards Security Validation.
"[Sarra M. Alqahtani, Xinchi He, Rose F. Gamble]",Adapting Compliance of Security Requirements in Multi-Tenant Applications.
"[Siyakha N. Mthunzi, Elhadj Benkhelifa]",Trends towards Bio-Inspired Security Countermeasures for Cloud Environments.
"[Carla Sayan, Salim Hariri, George Ball]",Cyber Security Assistant - Design Overview.
"[Cihan Tunc, Salim Hariri, Mheni Merzouki, Charif Mahmoudi, Frederic J. de Vaulx, Jaafar Chbili, Robert Bohn, Abdella Battou]",Cloud Security Automation Framework.
"[Johanna Sepúlveda, Ramon Fernandes, César A. M. Marcon, Daniel Florez, Georg Sigl]",A security-aware routing implementation for dynamic data protection in zone-based MPSoC.
Evon M. O. Abu-Taieh,Cyber Security Body of Knowledge.
"[Po-Ching Lin, Chia-Feng Wu, Po-Hsien Shih]",Optimal Placement of Network Security Monitoring Functions in NFV-Enabled Data Centers.
"[Mohammad Ghafari, Pascal Gadient, Oscar Nierstrasz]",Security Smells in Android.
"[Mona Nashaat, Karim Ali 0001, James Miller]",Detecting Security Vulnerabilities in Object-Oriented PHP Programs.
"[Malek Al-Zewairi, Dima Suleiman, Sufyan Almajali]",An experimental Software Defined Security controller for Software Defined Network.
"[Ali Hussein, Imad H. Elhajj, Ali Chehab, Ayman I. Kayssi]",SDN VANETs in 5G - An architecture for resilient security services.
"[Haythem Bany Salameh, Sufyan Almajali, Moussa Ayyash, Hany Elgala]",Security-aware channel assignment in IoT-based cognitive radio networks for time-critical applications.
"[Ola Salman, Imad H. Elhajj, Ali Chehab, Ayman I. Kayssi]",Software Defined IoT security framework.
"[Konrad Jamrozik, Andreas Zeller]",Mining Sandboxes for Security - Automatisches Sandboxing für Software-Sicherheit.
"[Zheng-Jie Fan, Yu-Jun Zheng 0001]",Evolutionary Optimization of Airport Security Inspection Allocation.
"[Stephan Neumann, Manuel Noll, Melanie Volkamer]",Election-Dependent Security Evaluation of Internet Voting Schemes.
"[Yasemin Acar, Christian Stransky, Dominik Wermke, Charles Weir, Michelle L. Mazurek, Sascha Fahl]","Developers Need Support, Too - A Survey of Security Advice for Software Developers."
"[Prashant Anantharaman, Michael C. Millian, Sergey Bratus, Meredith L. Patterson]",Input Handling Done Right - Building Hardened Parsers Using Language-Theoretic Security.
"[Sazzadur Rahaman, Danfeng Yao]",Program Analysis of Cryptographic Implementations for Security.
"[Scott Ruoti, Kent E. Seamons, Daniel Zappala]",Layering Security at Global Control Points to Secure Unmodified Software.
"[Sam Weber, Michael J. Coblenz, Brad A. Myers, Jonathan Aldrich, Joshua Sunshine]",Empirical Studies on the Security and Usability Impact of Immutability.
"[Jim Whitmore, William Tobin]",Improving Attention to Security in Software Design with Analytics and Cognitive Techniques.
Damien Vergnaud,Security of Pseudo-Random Number Generators with Input - (Invited Talk).
Peter Amthor,Efficient Heuristic Safety Analysis of Core-based Security Policies.
"[José Becerra, Vincenzo Iovino, Dimiter Ostrev, Marjan Skrobot]",On the Relation Between SIM and IND-RoR Security Models for PAKEs.
"[Miguel Hernández Boza, Alfonso Muñoz]",(In) Security in Graph Databases - Analysis and Data Leaks.
"[Jonghwan Im, Jongwon Yoon, Minsik Jin]",Interaction Platform for Improving Detection Capability of Dynamic Application Security Testing.
"[Bernd Prünster, Florian Reimair, Andreas Reiter]",The Net Rat - Rethinking Connected Services for Increased Security.
Yeslam Al-Saggaf,An Effective Approach for Dealing with the Pressure to Compromise Security During Systems Development.
"[Ting Chen, Yang Xu, Xiaosong Zhang]",A Program Manipulation Middleware and Its Applications on System Security.
"[Drew Davidson, Vaibhav Rastogi, Mihai Christodorescu, Somesh Jha]",Enhancing Android Security Through App Splitting.
Maxwell G. Dondo,Cyber Security Decision Support for Remediation in Automated Computer Network Defence.
"[Ken Eustace, Rafiqul Islam, Philip Tsang, Geoff Fellows]","Human Factors, Self-awareness and Intervention Approaches in Cyber Security When Using Mobile Devices and Social Networks."
"[Md Samsul Haque, Morshed U. Chowdhury]",A New Cyber Security Framework Towards Secure Data Communication for Unmanned Aerial Vehicle (UAV).
"[Muhammad Taqi Raza, Fatima Muhammad Anwar, Songwu Lu]","Exposing LTE Security Weaknesses at Protocol Inter-layer, and Inter-radio Interactions."
"[Li Wang, Dinghao Wu]",SecControl - Bridging the Gap Between Security Tools and SDN Controllers.
"[Peter Carmichael, Charles Morisset]",Learning Decision Trees from Synthetic Data Models for Human Security Behaviour.
"[Simon Greiner, Martin Mohr, Bernhard Beckert]",Modular Verification of Information Flow Security in Component-Based Systems.
"[Daniel Ricardo dos Santos, Silvio Ranise]",On Run-Time Enforcement of Authorization Constraints in Security-Sensitive Workflows.
"[Zhiren Mao, Pingyi Zhou, Jiaxiang Zhong, Luojia Jiang, Chongzhi Deng, Jin Liu]",Constructing Drug Ingredient Interaction Network to Ensure Medication Security.
"[Jiangjuan Wang, Xiaohong Li, Zhiyong Feng, Jianye Hao, Guangquan Xu, Zhuobing Han]",Automated Software Security Requirements Recommendation Based on FT-SR Model.
"[Mustafa Sami Kacar, Kasim Oztoprak]",Network Security Scoring.
Harry Halpin,Semantic Insecurity - Security and the Semantic Web.
"[Jorge Granjal, Edmundo Monteiro]",Adaptable End-To-End Security For Mobile IoT Sensing Applications.
"[Jezdimir Milosevic, Takashi Tanaka, Henrik Sandberg, Karl Henrik Johansson]",Exploiting Submodularity in Security Measure Allocation for Industrial Control Systems.
"[V. Ramu Reddy, Parijat Deshpande, Arpan Pal]",Simultaneous Measurement and Correlation of PPG Signals Taken from Two Different Body Parts for Enhanced Biometric Security via Two-level Authentication.
"[Ryan Heartfield, George Loukas, Diane Gan]",An eye for deception - A case study in utilizing the human-as-a-security-sensor paradigm to detect zero-day semantic social engineering attacks.
"[Florian Kammüller, Juan Carlos Augusto, Simon Jones]",Security and privacy requirements engineering for human centric IoT systems using eFRIEND and Isabelle.
"[Orestis Mavropoulos, Haralambos Mouratidis, Andrew Fish, Emmanouil A. Panaousis]",ASTo - A tool for security analysis of IoT systems.
"[Irum Rauf, Elena Troubitsyna]",Towards a Model-Driven Security Assurance of Open Source Components.
"[Inna Vistbakka, Elena Troubitsyna, Tuomas Kuismin, Timo Latvala]",Co-engineering Safety and Security in Industrial Control Systems - A Formal Outlook.
"[Sungpil Woo, Jaehee Ha, Jaewook Byun, Kiwoong Kwon, Yalew Tolcha, Daeyoun Kang, Hoang Minh Nguyen, Myungchul Kim, Daeyoung Kim 0001]",Secure-EPCIS - Addressing Security Issues in EPCIS for IoT Applications.
"[Luying Zhou, Huaqun Guo, Dong Li, Jun Wen Wong, Jianying Zhou 0001]",Mind the Gap - Security Analysis of Metro Platform Screen Door System.
"[Gal Frishman, Yaniv Ben-Itzhak, Oded Margalit]",Cluster-Based Load Balancing for Better Network Security.
"[Benedikt Pfaff, Johann Scherer, David Hock, Nicholas Gray, Thomas Zinner, Phuoc Tran-Gia, Raphael Durner, Wolfgang Kellerer, Claas Lorenz]",SDN/NFV-enabled Security Architecture for Fine-grained Policy Enforcement and Threat Mitigation for Enterprise Networks.
"[Juan Martin Vanerio, Pedro Casas]",Ensemble-learning Approaches for Network Security and Anomaly Detection.
Princely Ifinedo,Effects of Organization Insiders&apos; Self-Control and Relevant Knowledge on Participation in Information Systems Security Deviant Behavior - [Best Paper Nominee].
