"[Jonghoe Koo, Juheon Yi, Joongheon Kim, Mohammad Ashraful Hoque, Sunghyun Choi]",REQUEST - Seamless Dynamic Adaptive Streaming over HTTP for Multi-Homed Smartphone under Resource Constraints.
"[Balázs Kreith, Varun Singh, Jörg Ott]",FRACTaL - FEC-based Rate Control for RTP.
"[JoAnn Kuchera-Morin, Lance Putnam, Luca Peliti, Dennis Adderton, Andrés Cabrera, Kon Hyong Kim, Gustavo A. Rincon, Joseph Tilbian, Hannah Wolfe, Tim Wood 0002, Keehong Youn]",PROBABLY/POSSIBLY? - An Immersive Interactive Visual/Sonic Quantum Composition and Synthesizer.
"[Yuta Kudo, Shoji Yachida, Toru Takahashi, Rui Ishiyama]",mIDoT-key - A Smart Key Instantly Generated on Your Item.
"[Weiyu Lan, Xirong Li, Jianfeng Dong]",Fluency-Guided Cross-Lingual Image Captioning.
Danny B. Lange,Bringing Gaming; VR; and AR to Life with Deep Learning.
"[Inhye Lee, Hyomin Kim]",Spatial Magnetic Field Visualization - Interactive Kinetic Art Installation Driven by the Invisible Forces of Magnetic Fields.
"[Yuan-Shan Lee, Kuo Yu, Sih-Huei Chen, Jia-Ching Wang]",Discriminative Training of Complex-valued Deep Recurrent Neural Network for Singing Voice Separation.
"[Andreas Leibetseder, Manfred Jürgen Primus, Stefan Petscharnig, Klaus Schoeffmann]",Real-Time Image-based Smoke Detection in Endoscopic Videos.
Yuke Li,Pedestrian Path Forecasting in Crowd - A Deep Spatio-Temporal Perspective.
"[Yusen Li, Yunhua Deng, Xueyan Tang, Wentong Cai, Xiaoguang Liu, Gang Wang]",On Server Provisioning for Cloud Gaming.
"[Xuelong Li, Di Hu, Feiping Nie]",Deep Binary Reconstruction for Cross-modal Hashing.
"[Dingquan Li, Tingting Jiang, Ming Jiang]",Exploiting High-Level Semantics for No-Reference Image Quality Assessment of Realistic Blur Images.
"[Jingjing Li, Ke Lu, Zi Huang, Heng Tao Shen]",Two Birds One Stone - On both Cold-Start and Long-Tail Recommendation.
"[Liuwu Li, Runwei Situ, Junyan Gao, Zhenguo Yang, Wenyin Liu]",A Hybrid Model Combining Convolutional Neural Network with XGBoost for Predicting Social Media Popularity.
"[Chenglong Li, Xiaohao Wu, Zhimin Bao, Jin Tang]",ReGLe - Spatially Regularized Graph Learning for Visual Tracking.
"[Xuelong Li, Zhigang Wang, Xiaoqiang Lu]",A Multi-Task Framework for Weather Recognition.
"[Jianan Li, Yunchao Wei, Xiaodan Liang, Fang Zhao 0006, Jianshu Li, Tingfa Xu, Jiashi Feng]",Deep Attribute-preserving Metric Learning for Natural Language Object Retrieval.
"[Junnan Li, Yongkang Wong, Qi Zhao, Mohan S. Kankanhalli]",Attention Transfer from Web Images for Video Recognition.
"[Shaohua Li, Xinxing Xu, Liqiang Nie, Tat-Seng Chua]",Laplacian-Steered Neural Style Transfer.
"[Jianshu Li, Shengtao Xiao, Fang Zhao 0006, Jian Zhao, Jianan Li, Jiashi Feng, Shuicheng Yan, Terence Sim]",Integrated Face Analytics Networks through Cross-Dataset Hybrid Training.
"[Xin Li, Fan Yang, Hong Cheng, Junyu Chen, Yuxiao Guo, Leiting Chen]",Multi-Scale Cascade Network for Salient Object Detection.
"[Chenglong Li, Nan Zhao, Yijuan Lu, Chengli Zhu, Jin Tang]",Weighted Sparse Representation Regularized Graph Learning for RGB-T Object Tracking.
"[Xinyu Li, Yanyi Zhang, Jianyu Zhang, Yueyang Chen, Huangcan Li, Ivan Marsic, Randall S. Burd]",Region-based Activity Recognition Using Conditional GAN.
"[Wenjuan Liao, Zhigang Tu 0003, Shizheng Wang, Yongzhou Li, Rui Zhong, Hui Zhong]",Compressed-domain Video Synopsis via 3D Graph Cut and Blank Frame Deletion.
"[Lixin Liao, Yao Zhao, Shikui Wei, Jingdong Wang, Ruoyu Liu]",Finding the Secret of CNN Parameter Layout under Strict Size Constraint.
"[Mengxi Lin, Nakamasa Inoue, Koichi Shinoda]",CTC Network with Statistical Language Modeling for Action Sequence Recognition in Videos.
"[Jen-Chun Lin, Wen-Li Wei, James Yang, Hsin-Min Wang, Hong-Yuan Mark Liao]",Automatic Music Video Generation Based on Simultaneous Soundtrack Recommendation and Video Editing.
"[Tianwei Lin, Xu Zhao, Zheng Shou]",Single Shot Temporal Action Detection.
"[Suiyi Ling, Patrick Le Callet]",Image Quality Assessment for DIBR Synthesized Views using Elastic Metric.
"[Zhenguang Liu, Li Cheng, Anan Liu, Luming Zhang, Xiangnan He 0001, Roger Zimmermann]",Multiview and Multimodal Pervasive Indoor Localization.
"[Xiaobai Liu, Qi Chen, Lei Zhu, Yuanlu Xu, Liang Lin]",Place-centric Visual Urban Perception with Deep Multi-instance Regression.
"[Fanghui Liu, Xiaolin Huang, Jie Yang]",Indefinite Kernel Logistic Regression.
"[Yao Liu, Jianqiang Huang, Chang Zhou, Deng Cai, Xian-Sheng Hua]",Spatiotemporal Multi-Task Network for Human Activity Understanding.
"[Wu Liu, Xinchen Liu, Huadong Ma, Peng Cheng]",Beyond Human-level License Plate Super-resolution with Progressive Vehicle Search and Domain Priori GAN.
"[Xiaobai Liu, Yadong Mu, Yu-Gang Jiang, Jiebo Luo]",VSCC&apos;2017 - Visual Analysis for Smart and Connected Communities.
"[Meng Liu, Liqiang Nie, Meng Wang, Baoquan Chen]",Towards Micro-video Understanding by Joint Sequential-Sparse Modeling.
"[Si Liu, Yao Sun, Defa Zhu, Renda Bao, Wei Wang, Xiangbo Shu, Shuicheng Yan]",Face Aging with Contextual Generative Adversarial Nets.
"[Ting Liu, Yunchao Wei, Yao Zhao, Si Liu, Shikui Wei]",Magic-wall - Visualizing Room Decoration.
"[Zhenguang Liu, Zepeng Wang, Luming Zhang, Rajiv Ratn Shah, Yingjie Xia, Yi Yang, Xuelong Li]",FastShrinkage - Perceptually-aware Retargeting Toward Mobile Platforms.
"[Yang Long, Ling Shao 0001]",Learning to Recognise Unseen Classes by A Few Similes.
"[Shao-Ping Lu, Ruxandra-Marina Florea, Pablo César, Peter Schelkens, Adrian Munteanu]",Efficient Depth-aware Image Deformation Adaptation for Curved Screen Displays.
"[Zongqing Lu, Swati Rallapalli, Kevin S. Chan, Thomas F. La Porta]",Modeling the Resource Requirements of Convolutional Neural Networks on Mobile Devices.
"[Hongcheng Luo, Tangli Xue, Xin Yang 0008]",Real-Time Dense Monocular SLAM for Augmented Reality.
"[Gonzalo Luzardo, Jan Aelterman, Hiêp Quang Luong, Wilfried Philips, Daniel Ochoa]",Real-Time False-Contours Removal for Inverse Tone Mapped HDR Content.
"[Jinna Lv, Wu Liu, Meng Zhang, He Gong, Bin Wu, Huadong Ma]",Multi-feature Fusion for Predicting Social Media Popularity.
"[Daiqian Ma, Feng Gao, Yan Bai, Yihang Lou, Shiqi Wang, Tiejun Huang, Ling-Yu Duan]",From Part to Whole - Who is Behind the Painting?
"[Ye Ma, Xinxing Li, Mingxing Xu, Jia Jia 0001, Lianhong Cai]",Multi-scale Context Based Attention for Dynamic Music Emotion Prediction.
"[Biao Ma, Amy R. Reibman]",Measuring and Improving the Viewing Experience of First-person Videos.
"[Ilya Makarov, Vladimir Aliev, Olga Gerasimova]",Semi-Dense Depth Interpolation using Deep Convolutional Neural Networks.
"[Behnam Maneshgar, Leila Sujir, Sudhir P. Mudur, Charalambos Poullis]",Automatic Adjustment of Stereoscopic Content for Long-Range Projections in Outdoor Areas.
"[Hui Mao, Ming Cheung, James She]",DeepArt - Learning Joint Representations of Visual Arts.
"[Alison Marczewski, Adriano Veloso, Nivio Ziviani]",Learning Transferable Features for Speech Emotion Recognition.
"[Yusuke Matsui, Keisuke Ogaki, Toshihiko Yamasaki, Kiyoharu Aizawa]",PQk-means - Billion-scale Clustering for Product-quantized Codes.
"[Masoud Mazloom, Bouke Hendriks, Marcel Worring]",Multimodal Context-Aware Recommender for Post Popularity Prediction in Social Media.
"[Brandon Mechtley, Julian Stein, Christopher Roberts, Sha Xin Wei]",Rich State Transitions in a Media Choreography Framework Using an Idealized Model of Cloud Dynamics.
"[Tao Mei, Cha Zhang]",Deep Learning for Intelligent Video Analysis.
"[Britta Meixner, Matthew L. Lee, Scott Carter]",Managing Family Healthcare with Multimedia Chat Apps - A Survey on What is Missing.
"[Weiqing Min, Shuqiang Jiang, Shuhui Wang, Jitao Sang, Shuhuan Mei]",A Delicious Recipe Analysis Framework for Exploring Multi-Modal Recipes with Various Attributes.
"[Gaurav Mittal, Tanya Marwah, Vineeth N. Balasubramanian]",Sync-DRAW - Automatic Video Generation using Deep Recurrent Attentive Architectures.
Yagiz Mungan,À Quatre Mains.
"[Sahil Narang, Andrew Best, Ari Shapiro, Dinesh Manocha]",Generating Virtual Avatars with Personalized Walking Gaits using Commodity Hardware.
"[Afshin Taghavi Nasrabadi, Anahita Mahzari, Joseph D. Beshay, Ravi Prakash]",Adaptive 360-Degree Video Streaming using Scalable Video Coding.
"[Tam V. Nguyen, Luoqi Liu]",Smart Mirror - Intelligent Makeup Recommendation and Synthesis.
"[Fudong Nian, Bing-Kun Bao, Teng Li 0001, Changsheng Xu]",Multi-Modal Knowledge Representation Learning via Webly-Supervised Relationships Mining.
"[Liqiang Nie, Xiang Wang, Jianglong Zhang, Xiangnan He 0001, Hanwang Zhang, Richang Hong, Qi Tian]",Enhancing Micro-video Understanding by Harnessing External Sounds.
"[Yusuke Niitani, Toru Ogawa, Shunta Saito, Masaki Saito]",ChainerCV - a Library for Deep Learning in Computer Vision.
"[Lyndon J. B. Nixon, Shu Zhu, Fabian Fischer 0004, Walter Rafelsberger, Max C. Göbel, Arno Scharl]",Video Retrieval for Multimedia Verification of Breaking News on Social Networks.
"[Marius Noreikis, Yu Xiao, Antti Ylä-Jääski]",SeeNav - Seamless and Energy-Efficient Indoor Navigation using Augmented Reality.
Brianna Ondris,Filters.
"[Yingwei Pan, Zhaofan Qiu, Ting Yao, Houqiang Li, Tao Mei]",To Create What You Tell - Generating Videos from Captions.
"[Neelay Pandit, Sherine Abdelhak]",Evolution of Trajectories - A Novel Representation for Deep Action Recognition.
"[Haitian Pang, Zhi Wang, Chen Yan, Qinghua Ding, Lifeng Sun]",First Mile in Crowdsourced Live Streaming - A Content Harvest Network Approach.
"[Shanmin Pang, Wei Zhang, Li Zhu, Jihua Zhu, Jianru Xue]",Beyond Sum and Weighted Aggregation - An Efficient Mixed Aggregation Method with Multiple Weights for Image Search.
"[Dilruk Perera, Roger Zimmermann]",Exploring the use of Time-Dependent Cross-Network Information for Personalized Recommendations.
"[Stefano Petrangeli, Viswanathan Swaminathan, Mohammad Hosseini, Filip De Turck]",An HTTP/2-Based Adaptive Streaming Framework for 360° Virtual Reality Videos.
"[Sang Phan, Yusuke Miyao, Shin&apos;ichi Satoh]",MANet - A Modal Attention Network for Describing Videos.
"[Matthieu Pizenberg, Axel Carlier, Emmanuel Faure, Vincent Charvillat]",Outlining Objects for Interactive Segmentation on Touch Devices.
"[Johan A. du Preez, Riaan Wolhuter, Ben M. Herbst, Nicu Sebe, Vincent Oria]",SAWACMMM&apos;17 - The 1st Workshop on Multi Media Applications within the South African Context.
"[Mengshi Qi, Yunhong Wang, Annan Li]",Online Cross-Modal Scene Retrieval by Binary Representation and Semantic Graph.
"[Peng Qiao, Yong Dou, WenSen Feng, Rongchun Li, Yunjin Chen]",Learning Non-local Image Diffusion for Image Denoising.
"[Weichao Qiu, Fangwei Zhong, Yi Zhang, Siyuan Qiao, Zihao Xiao, Tae Soo Kim, Yizhou Wang]",UnrealCV - Virtual Worlds for Computer Vision.
"[Nimesha Ranasinghe, Thi Ngoc Tram Nguyen, Liangkun Yan, Lien-Ya Lin, David Tolley, Ellen Yi-Luen Do]","Vocktail - A Virtual Cocktail for Pairing Digital Taste, Smell, and Color Sensations."
"[Lejian Ren, Si Liu, Yao Sun, Jian Dong, Luoqi Liu, Shuicheng Yan]",Time Traveler - A Real-time Face Aging System.
Injong Rhee,Building Multi-modal Interfaces for Smartphones.
"[Fabien Ringeval, Björn W. Schuller, Michel F. Valstar, Jonathan Gratch, Roddy Cowie, Maja Pantic]",Summary for AVEC 2017 - Real-life Depression and Affect Challenge and Workshop.
"[Fabien Ringeval, Björn W. Schuller, Michel F. Valstar, Jonathan Gratch, Roddy Cowie, Stefan Scherer, Sharon Mozgai, Nicholas Cummins, Maximilian Schmitt, Maja Pantic]","AVEC 2017 - Real-life Depression, and Affect Recognition Workshop and Challenge."
"[Joseph P. Robinson, Ming Shao, Handong Zhao, Yue Wu, Timothy Gillis, Yun Fu]",RFIW - Large-Scale Kinship Recognition Challenge.
"[Thomas Röggla, Najereh Shirzadian, Zhiyuan Zheng, Alice Panza, Pablo César]",Enhancing Music Events Using Physiological Sensor Data.
"[Patrice Rondao-Alface, Maarten Aerts, Donny Tytgat, Sammy Lievens, Christoph Stevens, Nico Verzijp, Jean-François Macq]",16K Cinematic VR Streaming.
"[Stevan Rudinac, Iva Gornishka, Marcel Worring]",Multimodal Classification of Violent Online Political Extremism Content with Graph Convolutional Networks.
"[Alejandro Hernandez Ruiz, Lorenzo Porzi, Samuel Rota Bulò, Francesc Moreno-Noguer]",3D CNNs on Distance Matrices for Human Action Recognition.
Sahar Sajadieh,Touch Me Here - A Virtual Touch Cinema.
"[Andrea Salgian, David Vickerman, David Vassallo]",A Smart Mirror for Music Conducting Exercises.
"[Ishrat Rahman Sami, Katayoun Farrahi]",A Simplified Topological Representation of Text for Local and Global Context.
"[Ricardo Sanchez-Matilla, Lin Wang 0009, Andrea Cavallaro]",Multi-Modal Localization and Enhancement of Multiple Sound Sources from a Micro Aerial Vehicle.
"[Ravi Kiran Sarvadevabhatla, Isht Dwivedi, Abhijat Biswas, Sahil Manocha, Venkatesh Babu R.]",SketchParse - Towards Rich Descriptions for Poorly Drawn Sketches using Multi-Task Hierarchical Deep Networks.
"[Sven Seele, Tobias Haubrich, Jonas Schild, Rainer Herpers, Marcin Grzegorzek]",Augmenting Cognitive Processes and Behavior of Intelligent Virtual Agents by Modeling Synthetic Perception.
"[Cristina Segalin, Fabio Celli, Luca Polonio, Michal Kosinski, David Stillwell, Nicu Sebe, Marco Cristani, Bruno Lepri]",What your Facebook Profile Picture Reveals about your Personality.
"[Xindi Shang, Tongwei Ren, Jingfan Guo, Hanwang Zhang, Tat-Seng Chua]",Video Visual Relation Detection.
"[Jie Shao, Zhicheng Zhao, Fei Su, Ting Yue]",Towards Improving Canonical Correlation Analysis for Cross-modal Retrieval.
"[James She, Kong Cheng Tan, Soon Xuan Yong]",Drag A Star 3.0 - An Audience Participatory Interactive Art.
"[Fumin Shen, Xin Gao, Li Liu, Yang Yang, Heng Tao Shen]",Deep Asymmetric Pairwise Hashing.
"[Chen Shen, Zhongming Jin, Yiru Zhao, Zhihang Fu, Rongxin Jiang, Yaowu Chen, Xian-Sheng Hua]",Deep Siamese Network with Multi-level Similarity Perception for Person Re-identification.
"[Zhe Shen, Shengze Yu, Wenwu Zhu 0001]",T2U - A Deep Cross-Platform Video Recommendation System with a Novel Interface.
"[Chen Shen, Chang Zhou, Zhongming Jin, Wenqing Chu, Rongxin Jiang, Yaowu Chen, Xian-Sheng Hua]",Learning Feature Embedding with Strong Neural Activations for Fine-Grained Retrieval.
"[Xiao Shu, Xiaolin Wu 0001, Qifan Gao]",Anti-camera LED Lighting.
"[Abhinav Shukla, Shruti Shriya Gullapuram, Harish Katti, Karthik Yadati, Mohan S. Kankanhalli, Ramanathan Subramanian]",Affect Recognition in Ads with Application to Computational Advertising.
"[Vivek K. Singh, Akanksha Atrey, Saket Hegde]",Do Individuals Smile More in Diverse Social Company? - Studying Smiles and Diversity Via Social Media Photos.
"[Ashutosh Singla, Stephan Fremerey, Werner Robitza, Pierre R. Lebreton, Alexander Raake]",Comparison of Subjective Quality Evaluation for HEVC Encoded Omnidirectional Videos at Different Bit-rates for UHD and FHD Resolution.
"[John R. Smith, Dhiraj Joshi, Benoit Huet, Winston H. Hsu, Jozef Cota]",Harnessing A.I. for Augmenting Creativity - Application to Movie Trailer Creation.
"[Xinhang Song, Chengpeng Chen, Shuqiang Jiang]",RGB-D Scene Recognition with Object-to-Object Relation.
"[Xuemeng Song, Fuli Feng, Jinhuan Liu, Zekun Li, Liqiang Nie, Jun Ma]",NeuroStylist - Neural Compatibility Modeling for Clothing Matching.
"[Zhichao Song, Bingbing Ni, Yichao Yan, Zhe Ren, Yi Xu, Xiaokang Yang]",Deep Cross-Modality Alignment for Multi-Shot Person Re-IDentification.
"[Denny Stohr, Alexander Frömmgen, Amr Rizk, Michael Zink, Ralf Steinmetz, Wolfgang Effelsberg]",Where are the Sweet Spots? - A Systematic Approach to Reproducible DASH Player Comparisons.
"[Bo Sun, Yinghui Zhang, Jun He 0009, Lejun Yu, Qihua Xu, Dongliang Li, Zhaoying Wang]",A Random Forest Regression Method With Selected-Text Feature For Depression Assessment.
"[Zafi Sherhan Syed, Kirill A. Sidorov, A. David Marshall]",Depression Severity Prediction Based on Biomarkers of Psychomotor Retardation.
"[Masaki Takahashi, Shinsuke Yokozawa, Hideki Mitsumine, Tomoyuki Mishina, Yasuyuki Matsuhisa, Sawako Muramatsu]",Visualization of Stone Trajectories in Live Curling Broadcasts using Online Machine Learning.
"[Takumi Karasawa, Kohei Watanabe, Qishen Ha, Antonio Tejero-de-Pablos, Yoshitaka Ushiku, Tatsuya Harada]",Multispectral Object Detection for Autonomous Vehicles.
"[Fuwen Tan, Chi-Wing Fu, Teng Deng, Jianfei Cai, Tat-Jen Cham]",FaceCollage - A Rapidly Deployable System for Real-time Head Reconstruction for On-The-Go 3D Telepresence.
"[Youbao Tang, Xiangqian Wu]",Salient Object Detection with Chained Multi-Scale Fully Convolutional Network.
"[Pengjie Tang, Hanli Wang, Hanzhang Wang, Kaisheng Xu]",Richer Semantic Visual and Language Representation for Video Captioning.
"[Yuan Tian 0002, Suraj Raghuraman, Thiru Annaswamy, Aleksander Borresen, Klara Nahrstedt, Balakrishnan Prabhakaran]",H-TIME - Haptic-enabled Tele-Immersive Musculoskeletal Examination.
"[Suibing Tong, Hefei Ling, Yuzhuo Fu, Dan Wang]",Cross-View Gait Identification with Embedded Learning.
"[Quoc-Tuan Truong, Hady W. Lauw]",Visual Sentiment Analysis for Review Images with Item-Oriented and User-Oriented CNN.
"[Chun-Yu Tsai, John R. Kender]",Detecting Culture-specific Tags for News Videos through Multimodal Embedding.
"[Yunbin Tu, Xishan Zhang, Bingtao Liu, Chenggang Yan]",Video Description with Spatial-Temporal Attention.
"[Arun Balajee Vasudevan, Michael Gygli, Anna Volokitin, Luc Van Gool]",Query-adaptive Video Summarization via Quality-aware Relevance Estimation.
Alessandro Vinciarelli,Body Language Without a Body - Nonverbal Communication in Technology Mediated Settings.
"[Toan H. Vu, An Dang, Le Dung, Jia-Ching Wang]",Self-Gated Recurrent Neural Networks for Human Activity Recognition on Wearable Devices.
"[Torben Wallbaum, Swamy Ananthanarayan, Shadan Sadeghian Borojeni, Wilko Heuten, Susanne Boll]",Towards a Tangible Storytelling Kit for Exploring Emotions with Children.
"[Zheng Wang, Ruimin Hu, Yi Yu, Junjun Jiang, Jiayi Ma 0001, Shin&apos;ichi Satoh]",Statistical Inference of Gaussian-Laplace Distribution for Person Verification.
"[Zhiwei Wang, Chaoyue Liu, Xiang Bai, Xin Yang 0008]",DeepCADx - Automated Prostate Cancer Detection and Diagnosis in mp-MRI based on Multimodal Convolutional Neural Networks.
"[Yue Wang, Jinlai Liu, Xiaojie Wang]",Image Caption with Synchronous Cross-Attention.
"[Bo Wang, Fengyuan Ren]",Towards Forward-looking Online Bitrate Adaptation for DASH.
